action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751793697462751669,,,,,,ArcherAX55,19900372806008873,,,internal1,10.63.44.101,1751793699,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:21:38,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751793722727446509,,0,0,,,,19900372806008843,,,,,1751793723,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  44; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1154538,11:22:02,,44,,,,event,+0200,,,,,root,,,name=wan1;bytes=1569872347/6902530755;packets=8168247/10536394;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751793807813149629,,,,,,ArcherAX55,19900372806008868,,,internal1,10.63.44.101,1751793809,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:23:28,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751793918203542389,,,,,,ArcherAX55,19900372806008840,,,internal1,10.63.44.101,1751793921,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:25:18,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/6,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751794022747406869,,0,0,,,,19900372806008839,,,,,1751794024,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  50; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1154838,11:27:02,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1570148983/6902766664;packets=8169578/10537751;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794028563946369,,,,,,ArcherAX55,19900372806008843,,,internal1,10.63.44.101,1751794029,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:27:08,,,,,,event,+0200,,,,,root,,,,,
,,,,1751794088367,OptimizationReport,95.0,1751794090,,,,0,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794090395920949,,,,,0,,19900372806008861,,,,,1751794094,,notice,,,Security Rating summary,0110052000,0702111740,2,,0,,,,,,,,7,,,,,,,,,,,,,,security-rating,,11:28:10,,,,,,event,+0200,,,,,root,,,,,
,,,,1751794088365,CoverageReport,40.0,1751794090,,,,3,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794090438481909,,,,,1,,19900372806008862,,,,,1751794094,,notice,,,Security Rating summary,0110052000,0702111740,0,,0,,,,,,,,12,,,,,,,,,,,,,,security-rating,,11:28:10,,,,,,event,+0200,,,,,root,,,,,
,,,,1751794088365,CoverageReport,-42.3,1751794090,,,,0,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794090438524089,,,,,0,,19900372806008863,,,,,1751794094,,notice,,,Security Rating result change,0110052001,0702111740,0,,0,,,,,,,,-2,,,,,,,,,,,,,,security-rating,,11:28:10,,,,,,event,+0200,,,,,root,,,,,
,,,,1751794088371,PostureReport,105.0,1751794091,,,,3,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794091224086689,,,,,3,,19900372806008864,,,,,1751794094,,notice,,,Security Rating summary,0110052000,0702111740,0,,2,,,,,,,,16,,,,,,,,,,,,,,security-rating,,11:28:11,,,,,,event,+0200,,,,,root,,,,,
,,,,1751794088371,PostureReport,-4.5,1751794091,,,,0,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794091224124249,,,,,0,,19900372806008865,,,,,1751794094,,notice,,,Security Rating result change,0110052001,0702111740,0,,-2,,,,,,,,-2,,,,,,,,,,,,,,security-rating,,11:28:11,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794138944160389,,,,,,ArcherAX55,19900372806008892,,,internal1,10.63.44.101,1751794141,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:28:59,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794249294469069,,,,,,ArcherAX55,19900372806008856,,,internal1,10.63.44.101,1751794249,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:30:49,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1154588,,,,1751794285732924909,,,,N/A,,,19900372806008832,,,,,1751794286,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,191111170,,88.61.48.146,500,,,413875891,,,,,,vpn,,11:31:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,4/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751794322757422929,,0,0,,,,19900372806008835,,,,,1751794325,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  46; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1155138,11:32:03,,46,,,,event,+0200,,,,,root,,,name=wan1;bytes=1570583820/6903039700;packets=8171079/10539242;,,
download,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794332222098829,,,,,,,19900372806008836,,,,,1751794335,,warning,,,Admin performed an action from GUI,0100032095,0702111740,,,,,,System config file has been downloaded by user backup via RESTAPI(79.57.7.76),,,,,,,,,,,,,,,,,,success,system,,11:32:12,,,,,,event,+0200,RESTAPI(79.57.7.76),,backup,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794359645388909,,,,,,ArcherAX55,19900372806008849,,,internal1,10.63.44.101,1751794362,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:32:40,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794382347591249,,,,,,,19900372806008861,,,,,1751794384,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,11:33:02,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751794404760722009,,,,,,,19900372806008849,,,,,1751794405,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,11:33:25,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794470005252449,,,,,,ArcherAX55,19900372806008852,,,internal1,10.63.44.101,1751794470,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:34:30,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794580395507169,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751794583,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:36:20,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751794622777393589,,0,0,,,,19900372806008879,,,,,1751794624,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  50; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1155438,11:37:03,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1570970435/6903289962;packets=8172523/10540637;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794690755904549,,,,,,ArcherAX55,19900372806008869,,,internal1,10.63.44.101,1751794692,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:38:11,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794801126243449,,,,,,ArcherAX55,19900372806008863,,,internal1,10.63.44.101,1751794803,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:40:01,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1155188,,,,1751794885742936969,,,,N/A,,,19900372806008871,,,,,1751794886,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,191183836,,88.61.48.146,500,,,414030901,,,,,,vpn,,11:41:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751794911526594489,,,,,,ArcherAX55,19900372806008849,,,internal1,10.63.44.101,1751794915,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:41:52,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,1/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751794922797434089,,0,0,,,,19900372806008854,,,,,1751794924,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  54; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1155738,11:42:03,,54,,,,event,+0200,,,,,root,,,name=wan1;bytes=1571234878/6903487469;packets=8173818/10541973;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795021936955829,,,,,,ArcherAX55,19900372806008878,,,internal1,10.63.44.101,1751795022,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:43:41,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795132307305429,,,,,,ArcherAX55,19900372806008840,,,internal1,10.63.44.101,1751795137,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:45:32,,,,,,event,+0200,,,,,root,,,,,
,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751795134486778489,,,,,,,19900372806008841,,,,,1751795137,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,11:45:34,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,1/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751795222817434429,,0,0,,,,19900372806008884,,,,,1751795225,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  52; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1156038,11:47:03,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1571540057/6903757367;packets=8175214/10543427;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795242657578429,,,,,,ArcherAX55,19900372806008878,,,internal1,10.63.44.101,1751795242,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:47:22,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795353000249709,,,,,,ArcherAX55,19900372806008889,,,internal1,10.63.44.101,1751795355,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:49:13,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795463369539609,,,,,,ArcherAX55,19900372806008847,,,internal1,10.63.44.101,1751795466,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:51:04,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1155788,,,,1751795485752911929,,,,N/A,,,19900372806008866,,,,,1751795487,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,191282924,,88.61.48.146,500,,,414212711,,,,,,vpn,,11:51:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,4/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751795522827445069,,0,0,,,,19900372806008867,,,,,1751795523,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  52; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1156338,11:52:03,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1571792350/6903949428;packets=8176484/10544727;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795573769941349,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751795575,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:52:53,,,,,,event,+0200,,,,,root,,,,,
negotiate,,0,N/A,,,,,,0ea3cce7b52da88d/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751795679205308449,SA_INIT,,,N/A,,,19900372806008908,,remote,,,1751795681,,error,93.64.253.210,500,Progress IPsec phase 1,0101037128,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,100.29.192.110,18571,ERROR,responder,,,,,,failure,vpn,,11:54:39,,,,,,event,+0200,,,N/A,N/A,root,IKEv2,N/A,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795684180216009,,,,,,ArcherAX55,19900372806008864,,,internal1,10.63.44.101,1751795685,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:54:44,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795794530540649,,,,,,ArcherAX55,19900372806008878,,,internal1,10.63.44.101,1751795794,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:56:34,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751795822847448449,,0,0,,,,19900372806008865,,,,,1751795824,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  50; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1156639,11:57:02,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1572089299/6904203395;packets=8177867/10546124;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751795881072985389,,,,,,,19900372806008832,,,internal1,,1751795885,,information,,,DHCP statistics,0100026003,0702111740,,,,,,DHCP statistics,,,,,,,,,,,,,,,,,,,system,,11:58:01,51,,,,,event,+0200,,3,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751795904910906069,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751795910,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,11:58:25,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796015301258889,,,,,,ArcherAX55,19900372806008834,,,internal1,10.63.44.101,1751796018,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:00:15,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1156388,,,,1751796085762909109,,,,N/A,,,19900372806008915,,,,,1751796090,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,191355606,,88.61.48.146,500,,,414368819,,,,,,vpn,,12:01:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,4/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751796122867399349,,0,0,,,,19900372806008872,,,,,1751796125,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1156939,12:02:03,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1572353378/6904401706;packets=8179147/10547434;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796125731597449,,,,,,ArcherAX55,19900372806008870,,,internal1,10.63.44.101,1751796127,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:02:05,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751796212317678469,,,,,,,19900372806008832,,,,,1751796216,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04407) etdb(93.04407) avai(4.02311) mmdb(93.04407) from 173.243.140.6:443,,,,,,,,,,,,,,,,,,update,system,,12:03:33,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796236062033009,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751796241,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:03:56,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751796236657071069,,,,,,,19900372806008833,,,,,1751796241,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,12:03:56,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796346402290509,,,,,,ArcherAX55,19900372806008860,,,internal1,10.63.44.101,1751796346,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:05:46,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/4,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751796422877406469,,0,0,,,,19900372806008864,,,,,1751796425,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  49; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1157239,12:07:02,,49,,,,event,+0200,,,,,root,,,name=wan1;bytes=1572651160/6904710335;packets=8180564/10548880;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796456772637829,,,,,,ArcherAX55,19900372806008841,,,internal1,10.63.44.101,1751796457,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:07:37,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796567153534229,,,,,,ArcherAX55,19900372806008844,,,internal1,10.63.44.101,1751796569,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:09:27,,,,,,event,+0200,,,,,root,,,,,
negotiate,,0,N/A,,,,,,516d437431537959/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751796632102970669,SA_INIT,,,N/A,,,19900372806008855,,remote,,,1751796632,,error,93.64.253.210,500,Progress IPsec phase 1,0101037128,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,174.164.132.83,53926,ERROR,responder,,,,,,failure,vpn,,12:10:31,,,,,,event,+0200,,,N/A,N/A,root,IKEv2,N/A,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796677543583789,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751796681,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:11:17,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1156988,,,,1751796685772976509,,,,N/A,,,19900372806008863,,,,,1751796687,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,191428980,,88.61.48.146,500,,,414536183,,,,,,vpn,,12:11:26,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,1/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751796722897412949,,0,0,,,,19900372806009230,,,,,1751796725,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  52; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1157539,12:12:03,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1572927804/6904938929;packets=8181920/10550264;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796787903642529,,,,,,ArcherAX55,19900372806008866,,,internal1,10.63.44.101,1751796788,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:13:07,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751796898314020489,,,,,,ArcherAX55,19900372806008842,,,internal1,10.63.44.101,1751796903,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:14:58,,,,,,event,+0200,,,,,root,,,,,
,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751796936411810589,,,,,,,19900372806008841,,,,,1751796938,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,12:15:36,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751797008674367329,,,,,,ArcherAX55,19900372806008867,,,internal1,10.63.44.101,1751797009,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:16:49,,,,,,event,+0200,,,,,root,,,,,
